gene	chrom	strand	cds_start0	cds_end	cds_span	cds_len	tx_len
YGL234W	chrVII	+	56481	58890	2409	2409	2609.0
YGL233W	chrVII	+	59121	61854	2733	2733	2947.0
YGL232W	chrVII	+	62074	63002	928	870	951.0
YGL231C	chrVII	-	63047	63620	573	573	658.0
YGL230C	chrVII	-	63771	64215	444	444	694.0
YGL229C	chrVII	-	64502	66959	2457	2457	2955.0
YGL228W	chrVII	+	67597	69331	1734	1734	1928.0
YGL227W	chrVII	+	69670	72547	2877	2877	3148.0
YGL226C-A	chrVII	-	72748	73158	410	261	742.0
YGL226W	chrVII	+	73339	73711	372	372	466.0
YGL225W	chrVII	+	76893	77907	1014	1014	1227.0
YGL224C	chrVII	-	78014	78857	843	843	1053.0
YGL223C	chrVII	-	79111	80365	1254	1254	1439.0
YGL222C	chrVII	-	80658	81186	528	528	738.0
YGL221C	chrVII	-	81425	82292	867	867	979.0
YGL220W	chrVII	+	82373	82736	363	363	472.0
YGL219C	chrVII	-	82877	84257	1380	1380	1505.0
YGL216W	chrVII	+	84884	87302	2418	2418	2729.0
YGL215W	chrVII	+	87980	89339	1359	1359	2406.0
YGL213C	chrVII	-	90053	91247	1194	1194	1417.0
YGL212W	chrVII	+	91431	92382	951	951	1185.0
YGL211W	chrVII	+	92511	93591	1080	1080	1793.0
YGL210W	chrVII	+	93791	94460	669	669	849.0
YGL209W	chrVII	+	95857	97006	1149	1149	1302.0
YGL208W	chrVII	+	97337	98585	1248	1248	1436.0
YGL207W	chrVII	+	98968	102076	3108	3108	3466.0
YGL206C	chrVII	-	102542	107504	4962	4962	5340.0
YGL205W	chrVII	+	108157	110404	2247	2247	2497.0
YGL204C	chrVII	-	111699	112005	306	306	918.0
YGL203C	chrVII	-	112474	114664	2190	2190	2406.0
YGL202W	chrVII	+	116058	117561	1503	1503	1763.0
YGL201C	chrVII	-	117853	120907	3054	3054	3445.0
YGL200C	chrVII	-	122693	123305	612	612	780.0
YGL198W	chrVII	+	123590	124298	708	708	764.0
YGL197W	chrVII	+	124697	129161	4464	4464	4753.0
YGL196W	chrVII	+	129882	131169	1287	1287	1558.0
YGL195W	chrVII	+	131524	139543	8019	8019	8835.0
YGL194C-A	chrVII	-	139718	139961	243	243	622.0
YGL194C	chrVII	-	140367	141726	1359	1359	1544.0
YGL193C	chrVII	-	141915	142227	312	312	562.0
YGL192W	chrVII	+	142245	144048	1803	1803	2053.0
YGL191W	chrVII	+	144807	145197	390	390	737.0
YGL190C	chrVII	-	145808	147389	1581	1581	2587.0
YGL189C	chrVII	-	148228	148588	360	360	610.0
YGL188C-A	chrVII	-	148823	148964	141	141	841.0
YGL187C	chrVII	-	149703	150171	468	468	1266.0
YGL186C	chrVII	-	151036	152776	1740	1740	1921.0
YGL185C	chrVII	-	153166	154306	1140	1140	1269.0
YGL184C	chrVII	-	154614	156012	1398	1398	1648.0
YGL183C	chrVII	-	156542	157285	743	660	910.0
YGL181W	chrVII	+	157905	159096	1191	1191	1380.0
YGL180W	chrVII	+	160064	162758	2694	2694	3617.0
YGL179C	chrVII	-	163408	165091	1683	1683	1883.0
YGL178W	chrVII	+	167351	170571	3220	2580	3407.0
YGL176C	chrVII	-	171414	173079	1665	1665	1830.0
YGL175C	chrVII	-	173284	174322	1038	1038	1288.0
YGL174W	chrVII	+	174544	175345	801	801	985.0
YGL173C	chrVII	-	175526	180113	4587	4587	5149.0
YGL172W	chrVII	+	180699	182118	1419	1419	1540.0
YGL171W	chrVII	+	182389	184084	1695	1695	1890.0
YGL170C	chrVII	-	184152	185394	1242	1242	1492.0
YGL169W	chrVII	+	186058	187339	1281	1281	1599.0
YGL168W	chrVII	+	187463	187796	333	333	583.0
YGL167C	chrVII	-	187615	190468	2853	2853	3494.0
YGL166W	chrVII	+	191128	191806	678	678	889.0
YGL164C	chrVII	-	191977	193300	1323	1323	1474.0
YGL163C	chrVII	-	193706	196403	2697	2697	2955.0
YGL162W	chrVII	+	198137	199037	900	900	1185.0
YGL161C	chrVII	-	199209	200142	933	933	1184.0
YGL160W	chrVII	+	200560	202273	1713	1713	1964.0
YGL159W	chrVII	+	202720	203833	1113	1113	1367.0
YGL158W	chrVII	+	207032	208571	1539	1539	1789.0
YGL157W	chrVII	+	209005	210049	1044	1044	1244.0
YGL156W	chrVII	+	210415	213667	3252	3252	3502.0
YGL155W	chrVII	+	214080	215211	1131	1131	1635.0
YGL154C	chrVII	-	215277	216096	819	819	849.0
YGL153W	chrVII	+	216272	217298	1026	1026	1127.0
YGL151W	chrVII	+	217523	220922	3399	3399	3541.0
YGL150C	chrVII	-	221103	225573	4470	4470	4942.0
YGL149W	chrVII	+	225571	225877	306	306	556.0
YGL148W	chrVII	+	226398	227529	1131	1131	1341.0
YGL147C	chrVII	-	227753	228329	576	576	701.0
YGL146C	chrVII	-	228750	229686	936	936	1186.0
YGL145W	chrVII	+	230242	232348	2106	2106	2307.0
YGL144C	chrVII	-	232449	234507	2058	2058	2157.0
YGL143C	chrVII	-	234716	235958	1242	1242	1411.0
YGL142C	chrVII	-	236268	238119	1851	1851	2029.0
YGL141W	chrVII	+	238352	241085	2733	2733	2882.0
YGL140C	chrVII	-	241352	245012	3660	3660	4126.0
YGL139W	chrVII	+	245715	248124	2409	2409	3053.0
YGL138C	chrVII	-	248493	249531	1038	1038	1288.0
YGL137W	chrVII	+	249868	252738	2870	2670	3054.0
YGL136C	chrVII	-	252896	253859	963	963	1144.0
YGL135W	chrVII	+	254640	255294	654	654	811.0
YGL134W	chrVII	+	255662	256964	1302	1302	1495.0
YGL133W	chrVII	+	257706	261501	3795	3795	4067.0
YGL131C	chrVII	-	261647	265859	4212	4212	4536.0
YGL130W	chrVII	+	266144	267524	1380	1380	1608.0
YGL129C	chrVII	-	267722	269075	1353	1353	1559.0
YGL128C	chrVII	-	269292	270144	852	852	1043.0
YGL127C	chrVII	-	270391	270775	384	384	559.0
YGL126W	chrVII	+	270996	272139	1143	1143	1470.0
YGL125W	chrVII	+	272519	274322	1803	1803	2385.0
YGL124C	chrVII	-	274779	276714	1935	1935	2081.0
YGL123W	chrVII	+	277616	278381	765	765	951.0
YGL122C	chrVII	-	278945	280523	1578	1578	1865.0
YGL121C	chrVII	-	280776	281157	381	381	631.0
YGL120C	chrVII	-	281633	283937	2304	2304	2477.0
YGL119W	chrVII	+	284441	285947	1506	1506	1604.0
YGL118C	chrVII	-	288013	288451	438	438	688.0
YGL117W	chrVII	+	288511	289309	798	798	991.0
YGL116W	chrVII	+	289808	291641	1833	1833	2069.0
YGL115W	chrVII	+	292032	293001	969	969	1199.0
YGL114W	chrVII	+	293459	295637	2178	2178	2513.0
YGL113W	chrVII	+	295931	297938	2007	2007	2340.0
YGL112C	chrVII	-	298177	299728	1551	1551	1733.0
YGL111W	chrVII	+	299977	301369	1392	1392	1641.0
YGL110C	chrVII	-	301536	303411	1875	1875	2051.0
YGL108C	chrVII	-	303648	304071	423	423	712.0
YGL107C	chrVII	-	304332	306273	1941	1941	2122.0
YGL106W	chrVII	+	306559	307009	450	450	742.0
YGL105W	chrVII	+	307436	308567	1131	1131	1296.0
YGL104C	chrVII	-	308712	310173	1461	1461	1711.0
YGL103W	chrVII	+	310966	311927	961	450	552.0
YGL101W	chrVII	+	312192	312840	648	648	937.0
YGL100W	chrVII	+	313233	314283	1050	1050	1248.0
YGL099W	chrVII	+	314630	316553	1923	1923	2032.0
YGL098W	chrVII	+	317341	318079	738	738	1757.0
YGL097W	chrVII	+	321781	323230	1449	1449	1658.0
YGL096W	chrVII	+	325330	326161	831	831	1126.0
YGL095C	chrVII	-	328873	330607	1734	1734	1904.0
YGL094C	chrVII	-	331117	334465	3348	3348	3672.0
YGL093W	chrVII	+	334885	337639	2754	2754	2830.0
YGL092W	chrVII	+	337905	341859	3954	3954	4227.0
YGL091C	chrVII	-	342055	343042	987	987	1246.0
YGL090W	chrVII	+	343318	344584	1266	1266	2087.0
YGL089C	chrVII	-	344790	345153	363	363	613.0
YGL088W	chrVII	+	345835	346201	366	366	438.0
YGL087C	chrVII	-	346405	346904	499	414	589.0
YGL086W	chrVII	+	347118	349368	2250	2250	2312.0
YGL085W	chrVII	+	349615	350440	825	825	1032.0
YGL084C	chrVII	-	350615	352298	1683	1683	1806.0
YGL083W	chrVII	+	353057	355472	2415	2415	2625.0
YGL082W	chrVII	+	355826	356972	1146	1146	1427.0
YGL081W	chrVII	+	357376	358339	963	963	1213.0
YGL080W	chrVII	+	358635	359028	393	393	739.0
YGL079W	chrVII	+	359443	360100	657	657	825.0
YGL078C	chrVII	-	360287	361859	1572	1572	1844.0
YGL077C	chrVII	-	362224	363916	1692	1692	1942.0
YGL076C	chrVII	-	364334	365996	1662	735	866.0
YGL075C	chrVII	-	366924	368088	1164	1164	1508.0
YGL073W	chrVII	+	368752	371254	2502	2502	2866.0
YGL071W	chrVII	+	372011	374084	2073	2073	2733.0
YGL070C	chrVII	-	374458	374827	369	369	721.0
YGL068W	chrVII	+	375086	375671	585	585	861.0
YGL067W	chrVII	+	376100	377255	1155	1155	1349.0
YGL066W	chrVII	+	377608	379582	1974	1974	2410.0
YGL065C	chrVII	-	379759	381271	1512	1512	1606.0
YGL064C	chrVII	-	381522	383208	1686	1686	1760.0
YGL063W	chrVII	+	383653	384766	1113	1113	1766.0
YGL062W	chrVII	+	385195	388732	3537	3537	3719.0
YGL061C	chrVII	-	388967	389711	744	744	920.0
YGL060W	chrVII	+	390064	391990	1926	1926	2132.0
YGL059W	chrVII	+	392222	393698	1476	1476	1565.0
YGL058W	chrVII	+	393985	394504	519	519	1000.0
YGL057C	chrVII	-	394965	395829	864	864	1031.0
YGL056C	chrVII	-	396034	397618	1584	1584	1867.0
YGL055W	chrVII	+	398627	400160	1533	1533	1877.0
YGL054C	chrVII	-	400870	401287	417	417	843.0
YGL053W	chrVII	+	402588	403302	714	714	1606.0
YGL051W	chrVII	+	403686	404391	705	705	955.0
YGL050W	chrVII	+	405775	406597	822	822	1081.0
YGL049C	chrVII	-	406859	409604	2745	2745	3073.0
YGL048C	chrVII	-	410068	411286	1218	1218	1380.0
YGL047W	chrVII	+	411551	412160	609	609	713.0
YGL045W	chrVII	+	414101	415730	1629	1629	2188.0
YGL044C	chrVII	-	416145	417036	891	891	1385.0
YGL043W	chrVII	+	417482	418412	930	930	1223.0
YGL041C-B	chrVII	-	418703	418886	183	183	433.0
YGL041W-A	chrVII	+	418824	419289	465	465	694.0
YGL040C	chrVII	-	419526	420555	1029	1029	1358.0
YGL039W	chrVII	+	423960	425007	1047	1047	1310.0
YGL038C	chrVII	-	425361	426804	1443	1443	1857.0
YGL037C	chrVII	-	427296	427947	651	651	903.0
YGL036W	chrVII	+	428600	431330	2730	2730	2904.0
YGL035C	chrVII	-	431547	433062	1515	1515	1859.0
YGL034C	chrVII	-	433213	433579	366	366	616.0
YGL033W	chrVII	+	435624	436401	777	645	895.0
YGL032C	chrVII	-	436569	436833	264	264	407.0
YGL031C	chrVII	-	437466	437934	468	468	1079.0
YGL030W	chrVII	+	439090	439638	548	318	475.0
YGL029W	chrVII	+	440062	440425	363	363	605.0
YGL028C	chrVII	-	441280	442909	1629	1629	2356.0
YGL027C	chrVII	-	443641	446143	2502	2502	2633.0
YGL026C	chrVII	-	446411	448535	2124	2124	2281.0
YGL025C	chrVII	-	448763	449957	1194	1194	1295.0
YGL023C	chrVII	-	450196	452104	1908	1908	2074.0
YGL022W	chrVII	+	452403	454560	2157	2157	2409.0
YGL021W	chrVII	+	454784	457067	2283	2283	2364.0
YGL020C	chrVII	-	457162	457870	708	708	837.0
YGL019W	chrVII	+	458155	458992	837	837	1017.0
YGL018C	chrVII	-	459109	459664	555	555	837.0
YGL017W	chrVII	+	459853	461365	1512	1512	1682.0
YGL016W	chrVII	+	461665	464911	3246	3246	3473.0
YGL015C	chrVII	-	465042	465435	393	393	643.0
YGL014W	chrVII	+	466140	468807	2667	2667	3165.0
YGL013C	chrVII	-	469091	472298	3207	3207	3437.0
YGL012W	chrVII	+	472854	474276	1422	1422	1573.0
YGL011C	chrVII	-	474488	475247	759	759	978.0
YGL010W	chrVII	+	475544	476069	525	525	745.0
YGL009C	chrVII	-	476312	478652	2340	2340	2576.0
YGL008C	chrVII	-	479909	482666	2757	2757	3508.0
YGL007C-A	chrVII	-	482940	483027	87	87	337.0
YGL007W	chrVII	+	483259	483637	378	378	628.0
YGL006W-A	chrVII	+	485422	485533	111	111	295.0
YGL006W	chrVII	+	485920	489442	3522	3522	3904.0
YGL005C	chrVII	-	489707	490547	840	840	1092.0
YGL004C	chrVII	-	490702	491956	1254	1254	1302.0
YGL003C	chrVII	-	492473	494174	1701	1701	2045.0
YGL002W	chrVII	+	494516	495167	651	651	1025.0
YGL001C	chrVII	-	495452	496502	1050	1050	1344.0
YGR001C	chrVII	-	497132	498034	902	747	842.0
YGR002C	chrVII	-	498475	499906	1431	1431	1721.0
YGR003W	chrVII	+	500131	502366	2235	2235	2563.0
YGR004W	chrVII	+	502937	504326	1389	1389	1713.0
YGR005C	chrVII	-	504656	505859	1203	1203	1364.0
YGR006W	chrVII	+	506069	506825	756	756	1016.0
YGR007W	chrVII	+	506968	507940	972	972	1222.0
YGR008C	chrVII	-	508109	508364	255	255	596.0
YGR009C	chrVII	-	509046	511002	1956	1956	2138.0
YGR010W	chrVII	+	511544	512732	1188	1188	1577.0
YGR012W	chrVII	+	513158	514340	1182	1182	1293.0
YGR013W	chrVII	+	514553	516416	1863	1863	2142.0
YGR014W	chrVII	+	516942	520863	3921	3921	4304.0
YGR015C	chrVII	-	521089	522076	987	987	1234.0
YGR016W	chrVII	+	522260	522833	573	573	842.0
YGR016C-A	chrVII	-	523245	523353	108	108	358.0
YGR017W	chrVII	+	523786	524680	894	894	1167.0
YGR018C	chrVII	-	524364	524694	330	330	580.0
YGR019W	chrVII	+	525228	526644	1416	1416	1546.0
YGR020C	chrVII	-	526972	527329	357	357	575.0
YGR021W	chrVII	+	527631	528504	873	873	991.0
YGR023W	chrVII	+	529263	530919	1656	1656	1906.0
YGR024C	chrVII	-	531882	532596	714	714	837.0
YGR025W	chrVII	+	532638	532941	303	303	354.0
YGR026W	chrVII	+	532984	533821	837	837	1145.0
YGR027C	chrVII	-	534131	534458	327	327	858.0
YGR028W	chrVII	+	542202	543291	1089	1089	1436.0
YGR029W	chrVII	+	543552	544205	653	570	799.0
YGR030C	chrVII	-	545680	546157	477	477	727.0
YGR031W	chrVII	+	546440	547469	1029	1029	1664.0
YGR031C-A	chrVII	-	546808	547300	492	492	742.0
YGR032W	chrVII	+	548263	553951	5688	5688	5771.0
YGR033C	chrVII	-	554247	554967	720	720	1170.0
YGR034W	chrVII	+	555811	556672	861	384	562.0
YGR035C	chrVII	-	557071	557422	351	351	600.0
YGR035W-A	chrVII	+	557564	557786	222	222	472.0
YGR036C	chrVII	-	558148	558868	720	720	1541.0
YGR037C	chrVII	-	559730	559994	264	264	530.0
YGR038W	chrVII	+	560681	561350	669	669	1181.0
YGR039W	chrVII	+	574887	575199	312	312	520.0
YGR040W	chrVII	+	575397	576504	1107	1107	1928.0
YGR041W	chrVII	+	577486	579130	1644	1644	2117.0
YGR042W	chrVII	+	579475	580291	816	816	993.0
YGR043C	chrVII	-	580434	581436	1002	1002	1252.0
YGR044C	chrVII	-	582989	583892	903	903	1243.0
YGR045C	chrVII	-	583933	584296	363	363	613.0
YGR046W	chrVII	+	584894	586052	1158	1158	1612.0
YGR047C	chrVII	-	586391	589469	3078	3078	3214.0
YGR048W	chrVII	+	589825	590911	1086	1086	1226.0
YGR049W	chrVII	+	591313	591877	564	564	964.0
YGR050C	chrVII	-	592085	592442	357	357	607.0
YGR052W	chrVII	+	593595	594705	1110	1110	1360.0
YGR053C	chrVII	-	594985	595837	852	852	1102.0
YGR054W	chrVII	+	596692	598621	1929	1929	2308.0
YGR055W	chrVII	+	599416	601141	1725	1725	1905.0
YGR056W	chrVII	+	601660	604447	2787	2787	2966.0
YGR057C	chrVII	-	604772	605501	729	729	1139.0
YGR058W	chrVII	+	606135	607143	1008	1008	1326.0
YGR059W	chrVII	+	607562	609101	1539	1539	1789.0
YGR060W	chrVII	+	610563	611493	930	930	1315.0
YGR061C	chrVII	-	611888	615965	4077	4077	4299.0
YGR062C	chrVII	-	616327	617278	951	951	1201.0
YGR063C	chrVII	-	617515	617824	309	309	458.0
YGR065C	chrVII	-	618076	619858	1782	1782	1987.0
YGR066C	chrVII	-	620920	621799	879	879	1129.0
YGR067C	chrVII	-	622371	624786	2415	2415	2665.0
YGR068C	chrVII	-	625323	627084	1761	1761	2200.0
YGR070W	chrVII	+	627805	631273	3468	3468	3718.0
YGR071C	chrVII	-	631480	634063	2583	2583	2839.0
YGR072W	chrVII	+	634303	635467	1164	1164	1327.0
YGR074W	chrVII	+	635711	636152	441	441	753.0
YGR075C	chrVII	-	636146	636875	729	729	1018.0
YGR076C	chrVII	-	637103	637577	474	474	623.0
YGR077C	chrVII	-	637743	639513	1770	1770	1894.0
YGR078C	chrVII	-	639771	640371	600	600	776.0
YGR079W	chrVII	+	640719	641832	1113	1113	1120.0
YGR080W	chrVII	+	642009	643008	999	999	1163.0
YGR081C	chrVII	-	643147	643780	633	633	855.0
YGR082W	chrVII	+	644043	644595	552	552	747.0
YGR083C	chrVII	-	644859	646815	1956	1956	2151.0
YGR084C	chrVII	-	647122	648142	1020	1020	1035.0
YGR085C	chrVII	-	648382	648907	525	525	635.0
YGR086C	chrVII	-	649597	650617	1020	1020	1472.0
YGR087C	chrVII	-	651289	652981	1692	1692	1942.0
YGR088W	chrVII	+	654633	656322	1689	1689	1766.0
YGR089W	chrVII	+	656959	659770	2811	2811	3208.0
YGR090W	chrVII	+	662357	666071	3714	3714	4095.0
YGR091W	chrVII	+	666340	667825	1485	1485	1723.0
YGR092W	chrVII	+	668188	669907	1719	1719	1986.0
YGR093W	chrVII	+	670387	671911	1524	1524	1738.0
YGR094W	chrVII	+	672185	675500	3315	3315	3399.0
YGR095C	chrVII	-	675670	676342	672	672	966.0
YGR096W	chrVII	+	676620	677565	945	945	1195.0
YGR097W	chrVII	+	678694	682135	3441	3441	3784.0
YGR098C	chrVII	-	682565	687458	4893	4893	5305.0
YGR099W	chrVII	+	687898	689965	2067	2067	2231.0
YGR100W	chrVII	+	690244	693097	2853	2853	3242.0
YGR101W	chrVII	+	693362	694403	1041	1041	1204.0
YGR102C	chrVII	-	694583	695135	552	552	732.0
YGR103W	chrVII	+	695416	697234	1818	1818	2021.0
YGR104C	chrVII	-	697444	698368	924	924	1159.0
YGR105W	chrVII	+	698598	698832	234	234	460.0
YGR106C	chrVII	-	698988	699786	798	798	959.0
YGR108W	chrVII	+	703635	705051	1416	1416	1812.0
YGR109C	chrVII	-	705358	706501	1143	1143	1393.0
YGR110W	chrVII	+	713708	715046	1338	1338	1588.0
YGR111W	chrVII	+	715827	717030	1203	1203	1705.0
YGR112W	chrVII	+	717357	718527	1170	1170	1392.0
YGR113W	chrVII	+	718892	719924	1032	1032	1420.0
YGR116W	chrVII	+	720408	724764	4356	4356	4625.0
YGR117C	chrVII	-	725048	726479	1431	1431	1751.0
YGR118W	chrVII	+	726973	727730	757	438	634.0
YGR119C	chrVII	-	728045	729671	1626	1626	1878.0
YGR120C	chrVII	-	730032	730821	789	789	1017.0
YGR121C	chrVII	-	731448	732927	1479	1479	1631.0
YGR121W-A	chrVII	+	733411	733627	216	216	466.0
YGR122W	chrVII	+	733934	735143	1209	1209	1733.0
YGR123C	chrVII	-	736661	738203	1542	1542	1814.0
YGR124W	chrVII	+	739943	741662	1719	1719	2053.0
YGR125W	chrVII	+	742324	745435	3111	3111	3341.0
YGR126W	chrVII	+	745834	746527	693	693	1054.0
YGR127W	chrVII	+	746797	747736	939	939	1189.0
YGR128C	chrVII	-	747949	750091	2142	2142	2313.0
YGR129W	chrVII	+	750399	751047	648	648	740.0
YGR130C	chrVII	-	751393	753844	2451	2451	2733.0
YGR131W	chrVII	+	754725	755250	525	525	775.0
YGR132C	chrVII	-	755588	756452	864	864	1252.0
YGR133W	chrVII	+	756895	757447	552	552	745.0
YGR134W	chrVII	+	757769	761138	3369	3369	3684.0
YGR135W	chrVII	+	761391	762168	777	777	972.0
YGR136W	chrVII	+	762427	763153	726	726	997.0
YGR138C	chrVII	-	763761	765606	1845	1845	2233.0
YGR140W	chrVII	+	767428	770299	2871	2871	2885.0
YGR141W	chrVII	+	770568	771972	1404	1404	1520.0
YGR142W	chrVII	+	772453	773686	1233	1233	1484.0
YGR143W	chrVII	+	775192	777508	2316	2316	3154.0
YGR144W	chrVII	+	780398	781379	981	981	1231.0
YGR145W	chrVII	+	781766	783890	2124	2124	2278.0
YGR146C	chrVII	-	784222	784858	636	636	1158.0
YGR146C-A	chrVII	-	785275	785437	162	162	412.0
YGR147C	chrVII	-	786053	786920	867	867	1046.0
YGR148C	chrVII	-	787311	787779	468	468	1045.0
YGR149W	chrVII	+	789030	790329	1299	1299	1548.0
YGR150C	chrVII	-	790458	793053	2595	2595	2758.0
YGR152C	chrVII	-	794673	795492	819	819	1127.0
YGR153W	chrVII	+	796091	796745	654	654	904.0
YGR154C	chrVII	-	796797	797868	1071	1071	1528.0
YGR155W	chrVII	+	798542	800066	1524	1524	1716.0
YGR156W	chrVII	+	800545	801823	1278	1278	1533.0
YGR157W	chrVII	+	802439	805049	2610	2610	3041.0
YGR158C	chrVII	-	805268	806021	753	753	1060.0
YGR159C	chrVII	-	806411	807656	1245	1245	1433.0
YGR161C	chrVII	-	808628	809420	792	792	1153.0
YGR161W-C	chrVII	+	810226	810505	279	279	771.0
YGR162W	chrVII	+	824058	826917	2859	2859	3362.0
YGR163W	chrVII	+	827551	828577	1026	1026	1171.0
YGR164W	chrVII	+	828624	828960	336	336	586.0
YGR165W	chrVII	+	829115	830153	1038	1038	1247.0
YGR166W	chrVII	+	830514	832197	1683	1683	1844.0
YGR167W	chrVII	+	832455	833157	702	702	984.0
YGR168C	chrVII	-	833351	834482	1131	1131	1297.0
YGR169C	chrVII	-	834688	835903	1215	1215	1330.0
YGR169C-A	chrVII	-	836386	836665	279	279	754.0
YGR170W	chrVII	+	837141	840558	3417	3417	3748.0
YGR171C	chrVII	-	840823	842551	1728	1728	1978.0
YGR172C	chrVII	-	842844	843591	747	747	944.0
YGR173W	chrVII	+	843853	844960	1107	1107	1420.0
YGR174C	chrVII	-	845892	846405	513	513	763.0
YGR174W-A	chrVII	+	846654	846741	87	87	337.0
YGR175C	chrVII	-	846932	848423	1491	1491	1783.0
YGR177C	chrVII	-	848828	850436	1608	1608	1879.0
YGR178C	chrVII	-	851046	853215	2169	2169	2533.0
YGR179C	chrVII	-	853674	854895	1221	1221	1380.0
YGR180C	chrVII	-	855263	856301	1038	1038	1370.0
YGR181W	chrVII	+	858286	858604	318	318	624.0
YGR183C	chrVII	-	859062	859476	414	201	642.0
YGR184C	chrVII	-	859900	865753	5853	5853	6309.0
YGR185C	chrVII	-	866335	867520	1185	1185	1341.0
YGR186W	chrVII	+	867773	869981	2208	2208	2371.0
YGR187C	chrVII	-	870231	871416	1185	1185	1412.0
YGR188C	chrVII	-	872043	875109	3066	3066	3316.0
YGR189C	chrVII	-	876668	878192	1524	1524	1721.0
YGR191W	chrVII	+	880419	882231	1812	1812	2371.0
YGR192C	chrVII	-	882811	883810	999	999	1144.0
YGR193C	chrVII	-	884508	885741	1233	1233	1442.0
YGR194C	chrVII	-	886072	887875	1803	1803	1877.0
YGR195W	chrVII	+	888881	889622	741	741	938.0
YGR196C	chrVII	-	889732	892186	2454	2454	2606.0
YGR197C	chrVII	-	892496	894140	1644	1644	1907.0
YGR198W	chrVII	+	894692	897146	2454	2454	2640.0
YGR199W	chrVII	+	897501	899781	2280	2280	2397.0
YGR200C	chrVII	-	899903	902270	2367	2367	2546.0
YGR201C	chrVII	-	902519	903197	678	678	675.0
YGR202C	chrVII	-	903473	904748	1275	1275	1490.0
YGR203W	chrVII	+	905236	905683	447	447	738.0
YGR204W	chrVII	+	905933	908774	2841	2841	2998.0
YGR204C-A	chrVII	-	909060	909174	114	114	364.0
YGR205W	chrVII	+	909212	910085	873	873	1222.0
YGR206W	chrVII	+	910431	910737	306	306	414.0
YGR207C	chrVII	-	910842	911628	786	786	926.0
YGR208W	chrVII	+	911882	912812	930	930	1096.0
YGR209C	chrVII	-	912912	913227	315	315	479.0
YGR210C	chrVII	-	913502	914738	1236	1236	1442.0
YGR211W	chrVII	+	915240	916701	1461	1461	1762.0
YGR212W	chrVII	+	917039	918446	1407	1407	1460.0
YGR213C	chrVII	-	918511	919465	954	954	1260.0
YGR214W	chrVII	+	920574	921788	1214	759	914.0
YGR215W	chrVII	+	922174	922507	333	333	577.0
YGR216C	chrVII	-	922632	924462	1830	1830	1989.0
YGR217W	chrVII	+	924695	930815	6120	6120	6213.0
YGR218W	chrVII	+	932540	935795	3255	3255	3762.0
YGR220C	chrVII	-	936073	936883	810	810	909.0
YGR221C	chrVII	-	937123	938992	1869	1869	1933.0
YGR222W	chrVII	+	939922	940804	882	882	974.0
YGR223C	chrVII	-	940868	942215	1347	1347	1470.0
YGR224W	chrVII	+	942805	944647	1842	1842	2092.0
YGR225W	chrVII	+	945144	947019	1875	1782	2032.0
YGR227W	chrVII	+	947419	948997	1578	1578	1715.0
YGR227C-A	chrVII	-	949051	949225	174	174	424.0
YGR229C	chrVII	-	949381	950899	1518	1518	2053.0
YGR230W	chrVII	+	951893	952307	414	414	672.0
YGR231C	chrVII	-	952547	953480	933	933	1246.0
YGR232W	chrVII	+	953959	954646	687	687	762.0
YGR233C	chrVII	-	954673	958210	3537	3537	3789.0
YGR234W	chrVII	+	959903	961103	1200	1200	1488.0
YGR235C	chrVII	-	961359	962061	702	702	922.0
YGR236C	chrVII	-	962529	962817	288	288	538.0
YGR237C	chrVII	-	963297	965655	2358	2358	2641.0
YGR238C	chrVII	-	966038	968687	2649	2649	2774.0
YGR239C	chrVII	-	969186	970053	867	867	315.0
YGR240C	chrVII	-	970770	973734	2964	2964	3438.0
YGR240C-A	chrVII	-	974576	974777	201	201	451.0
YGR241C	chrVII	-	974874	976581	1707	1707	2070.0
YGR243W	chrVII	+	977335	977776	441	441	691.0
YGR244C	chrVII	-	978035	979319	1284	1284	1534.0
YGR245C	chrVII	-	979764	982068	2304	2304	2531.0
YGR246C	chrVII	-	982481	984272	1791	1791	1982.0
YGR247W	chrVII	+	984965	985685	720	720	938.0
YGR248W	chrVII	+	985971	986739	768	768	1018.0
YGR249W	chrVII	+	988048	989419	1371	1371	1865.0
YGR250C	chrVII	-	991175	993521	2346	2346	2702.0
YGR251W	chrVII	+	995638	996229	591	591	1157.0
YGR252W	chrVII	+	996868	998188	1320	1320	1573.0
YGR253C	chrVII	-	998357	999140	783	783	945.0
YGR254W	chrVII	+	1000926	1002240	1314	1314	1499.0
YGR255C	chrVII	-	1002522	1003962	1440	1440	1667.0
YGR256W	chrVII	+	1004623	1006102	1479	1479	1729.0
YGR257C	chrVII	-	1006204	1007305	1101	1101	1301.0
YGR258C	chrVII	-	1007670	1010766	3096	3096	3182.0
YGR260W	chrVII	+	1012484	1014089	1605	1605	1925.0
YGR261C	chrVII	-	1014320	1016750	2430	2430	2560.0
YGR262C	chrVII	-	1016973	1017759	786	786	935.0
YGR263C	chrVII	-	1017966	1019241	1275	1275	1364.0
YGR264C	chrVII	-	1019597	1021853	2256	2256	2542.0
YGR266W	chrVII	+	1022655	1024761	2106	2106	2430.0
YGR267C	chrVII	-	1025003	1025735	732	732	979.0
YGR268C	chrVII	-	1026056	1026653	597	597	782.0
YGR270W	chrVII	+	1027369	1031509	4140	4140	4736.0
YGR271W	chrVII	+	1031790	1037694	5904	5904	6062.0
